순번,수거장소구분명,수거장소명,지번주소,도로명주소,행정동코드,행정동명,법정동코드,법정동명,개설자명,전화번호,비고,위도,경도,데이터기준일자
247,약국,해동약국,대전광역시 서구 용문동 242-1,대전광역시 서구 도산로 412,3017055000,용문동,3017010500,용문동,채**,,,36.33979249,127.3955391,2025-01-17
248,약국,해든약국,대전광역시 서구 둔산동 984,대전광역시 서구 둔산로 25,3017064000,둔산2동,3017011200,둔산동,임**,,,36.35213473,127.376909,2025-01-17
249,약국,해맑은약국,대전광역시 서구 도안동 1769,대전광역시 서구 도안동로11번길 10,3017059300,도안동,3017011500,도안동,강**,,,36.30640272,127.3522058,2025-01-17
250,약국,해성약국,대전광역시 서구 도마동 190-21,대전광역시 서구 제비네4길 129,3017053000,도마2동,3017010300,도마동,김**,,,36.31160063,127.3753397,2025-01-17
251,약국,햇살가득한약국,대전광역시 서구 둔산동 1383 ,대전광역시 서구 둔산북로 175,3017063000,둔산1동,3017011200,둔산동,백**,,,36.35629666,127.3926802,2025-01-17
252,약국,햇살약국,대전광역시 서구 관저동 1778,대전광역시 서구 관저북로13번길 23-24,3017059600,관저1동,3017011600,관저동,김**,,,36.30195079,127.3358537,2025-01-17
253,약국,행복가득가톨릭약국,대전광역시 서구 용문동 276-4,대전광역시 서구 도산로 351,3017055000,용문동,3017010500,용문동,이**,,,36.33652009,127.3903736,2025-01-17
254,약국,행복한약국,대전광역시 서구 관저동 1110,대전광역시 서구 관저중로95번길 99,3017059700,관저2동,3017011600,관저동,임**,,,36.30117304,127.3341592,2025-01-17
255,약국,향촌약국,대전광역시 서구 둔산동 970,대전광역시 서구 둔산로 15,3017064000,둔산2동,3017011200,둔산동,김**,,,36.3541273,127.375512,2025-01-17
256,약국,허룡약국,대전광역시 서구 괴정동 95-28,대전광역시 서구 도솔로 313,3017056000,괴정동,3017010800,괴정동,허*,,,36.33642832,127.3823539,2025-01-17
257,약국,혜성약국,대전광역시 서구 둔산동 1204,대전광역시 서구 둔산남로 30,3017064000,둔산2동,3017011200,둔산동,홍**,,,36.34771584,127.380655,2025-01-17
258,약국,황실약국,대전광역시 서구 월평동 302,대전광역시 서구 청사로 65,3017058800,월평3동,3017011300,월평동,이**,,,36.36158188,127.3713681,2025-01-17
259,약국,회복약국,대전광역시 서구 둔산동 1506,대전광역시 서구 문예로 65,3017063000,둔산1동,3017011200,둔산동,김**,,,36.35256007,127.389863,2025-01-17
260,약국,흰돌약국,대전광역시 서구 둔산동 1805,대전광역시 서구 둔산북로 215,3017066000,둔산3동,3017011200,둔산동,김**,,,36.35656564,127.3982142,2025-01-17
261,약국,힐링한약국,대전광역시 서구 둔산동 1835,대전광역시 서구 둔산로206번길 7,3017066000,둔산3동,3017011200,둔산동,박**,,,36.35088027,127.396764,2025-01-17
262,"행정복지센터,보건소",대전광역시 서구청,대전광역시 서구 둔산동 1300,대전광역시 서구 둔산서로 100,3017064000,둔산2동,3017011200,둔산동,,,민원실,36.35507078,127.3838083,2025-01-17
263,"행정복지센터,보건소",복수동행정복지센터,대전광역시 서구 복수동 614,대전광역시 서구 복수동로 49,3017051000,복수동,3017010100,복수동,,,민원실,36.30002044,127.3789401,2025-01-17
264,"행정복지센터,보건소",도마1동행정복지센터,대전광역시 서구 도마동 132-5,대전광역시 서구 도마3길 46,3017052000,도마1동,3017010300,도마동,,,민원실,36.31603064,127.3811529,2025-01-17
265,"행정복지센터,보건소",도마2동행정복지센터,대전광역시 서구 도마동 155-16,대전광역시 서구 도림1길 14,3017053000,도마2동,3017010300,도마동,,,민원실,36.31260774,127.3735726,2025-01-17
266,"행정복지센터,보건소",정림동행정복지센터,대전광역시 서구 정림동 636,대전광역시 서구 정림동로 10,3017053500,정림동,3017010400,정림동,,,민원실,36.30442866,127.3667459,2025-01-17
267,"행정복지센터,보건소",변동행정복지센터,대전광역시 서구 변동 1-23,대전광역시 서구 중반5길 133,3017054000,변동,3017010200,변동,,,민원실,36.32581474,127.38674,2025-01-17
268,"행정복지센터,보건소",용문동행정복지센터,대전광역시 서구 용문동 256-29,대전광역시 서구 계룡로662번길 6,3017055000,용문동,3017010500,용문동,,,민원실,36.33683531,127.3943305,2025-01-17
269,"행정복지센터,보건소",탄방동행정복지센터,대전광역시 서구 탄방동 1041-1,대전광역시 서구 탄방로7번길 97,3017055500,탄방동,3017010600,탄방동,,,민원실,36.34665283,127.3953859,2025-01-17
270,"행정복지센터,보건소",둔산1동행정복지센터,대전광역시 서구 둔산동 1402,대전광역시 서구 둔산중로 65,3017063000,둔산1동,3017011200,둔산동,,,민원실,36.3525328,127.3862426,2025-01-17
271,"행정복지센터,보건소",둔산2동행정복지센터,대전광역시 서구 둔산동 1301,대전광역시 서구 둔산서로 80,3017064000,둔산2동,3017011200,둔산동,,,민원실,36.35379536,127.3834677,2025-01-17
272,"행정복지센터,보건소",둔산3동행정복지센터,대전광역시 서구 둔산동 1808,대전광역시 서구 둔산북로 232-52,3017066000,둔산3동,3017011200,둔산동,,,민원실,36.35344082,127.4000229,2025-01-17
273,"행정복지센터,보건소",괴정동행정복지센터,대전광역시 서구 괴정동 74-5,대전광역시 서구 가장로 57,3017056000,괴정동,3017010800,괴정동,,,민원실,36.33715799,127.382047,2025-01-17
274,"행정복지센터,보건소",가장동행정복지센터,대전광역시 서구 가장동 40-13,대전광역시 서구 들말4길 6,3017057000,가장동,3017010900,가장동,,,민원실,36.33008779,127.3851691,2025-01-17
275,"행정복지센터,보건소",내동행정복지센터,대전광역시 서구 내동 21-23,대전광역시 서구 도솔로 247,3017057500,내동,3017011000,내동,,,민원실,36.33220976,127.3773826,2025-01-17
276,"행정복지센터,보건소",갈마1동행정복지센터,대전광역시 서구 갈마동 316-3,대전광역시 서구 신갈마로 191,3017058100,갈마1동,3017011100,갈마동,,,민원실,36.35072384,127.3678302,2025-01-17
277,"행정복지센터,보건소",갈마2동행정복지센터,대전광역시 서구 갈마동 1069,대전광역시 서구 대덕대로 147,3017058200,갈마2동,3017011100,갈마동,,,민원실,36.34676638,127.3748621,2025-01-17
278,"행정복지센터,보건소",월평1동행정복지센터,대전광역시 서구 월평동 1181-2,대전광역시 서구 월평서로 13,3017058600,월평1동,3017011300,월평동,,,민원실,36.35468243,127.357618,2025-01-17
279,"행정복지센터,보건소",월평2동행정복지센터,대전광역시 서구 월평동 218-3,대전광역시 서구 갈마역로 145,3017058700,월평2동,3017011300,월평동,,,민원실,36.36356466,127.3739884,2025-01-17
280,"행정복지센터,보건소",월평3동행정복지센터,대전광역시 서구 월평동 310,대전광역시 서구 청사로 27-9,3017058800,월평3동,3017011300,월평동,,,민원실,36.360303,127.3668828,2025-01-17
281,"행정복지센터,보건소",만년동행정복지센터,대전광역시 서구 만년동 3,대전광역시 서구 만년로 19,3017065000,만년동,3017012800,만년동,,,민원실,36.36757353,127.3750246,2025-01-17
282,"행정복지센터,보건소",가수원동행정복지센터,대전광역시 서구 가수원동 761-3,대전광역시 서구 가수원로 105,3017059000,가수원동,3017011400,가수원동,,,민원실,36.30357398,127.3493552,2025-01-17
283,"행정복지센터,보건소",관저1동행정복지센터,대전광역시 서구 관저동 999-3,대전광역시 서구 관저북로 24,3017059600,관저1동,3017011600,관저동,,,민원실,36.30380876,127.3373271,2025-01-17
284,"행정복지센터,보건소",관저2동행정복지센터,대전광역시 서구 관저동 1104,대전광역시 서구 관저중로 82,3017059700,관저2동,3017011600,관저동,,,민원실,36.29923226,127.3352512,2025-01-17
285,"행정복지센터,보건소",기성동행정복지센터,대전광역시 서구 흑석동 892,대전광역시 서구 흑석1길 16,3017060000,기성동,3017011700,흑석동,,,민원실,36.25580814,127.3416099,2025-01-17
286,"행정복지센터,보건소",서구보건소,대전광역시 서구 만년동 340,대전광역시 서구 만년로 74,3017065000,만년동,3017012800,만년동,,,민원실,36.36708996,127.3809773,2025-01-17
287,"행정복지센터,보건소",관저보건지소,대전광역시 서구 관저동 1424,대전광역시 서구 구봉산북로 300,3017059700,관저2동,3017011600,관저동,,,민원실,36.30109953,127.344941,2025-01-17
288,"행정복지센터,보건소",기성보건지소,대전광역시 서구 흑석동 949,대전광역시 서구 벌곡로 658,3017060000,기성동,3017011700,흑석동,,,민원실,36.2546112,127.3414739,2025-01-17
289,"행정복지센터,보건소",우명보건진료소,대전광역시 서구 우명동 275-1,대전광역시 서구 우명길 33-14,3017060000,기성동,3017012300,우명동,,,민원실,36.22311888,127.2945959,2025-01-17
290,"복지관,성당,체육시설,기타",서구노인복지관,대전광역시 서구 탄방동 1084,대전광역시 서구 남선로 66,3017055500,탄방동,3017010600,탄방동,,042-488-6297,,36.34539716,127.3982541,2025-01-17
291,"복지관,성당,체육시설,기타",행복한우리복지관,대전광역시 서구 도안동 1575,대전광역시 서구 계백로 1093-32,3017059300,도안동,3017011500,도안동,,042-331-1155,,36.3053598,127.3451853,2025-01-17
292,"복지관,성당,체육시설,기타",용문종합사회복지관,대전광역시 서구 용문동 589-7,대전광역시 서구 계룡로 626-1,3017055000,용문동,3017010500,용문동,,042-537-0615,,36.33911118,127.3915211,2025-01-17
293,"복지관,성당,체육시설,기타",유등노인복지관,대전광역시 서구 도마동 413-3,대전광역시 서구 도솔로 182,3017052000,도마1동,3017010300,도마동,,042-528-0890,,36.3261624,127.3744325,2025-01-17
294,"복지관,성당,체육시설,기타",둔산종합사회복지관,대전광역시 서구 둔산동 1862,대전광역시 서구 둔산로 242,3017066000,둔산3동,3017011200,둔산동,,042-482-2032,,36.35104434,127.4007707,2025-01-17
295,"복지관,성당,체육시설,기타",정림사회복지관,대전광역시 서구 정림동 637,대전광역시 서구 계백로1286번길 86,3017053500,정림동,3017010400,정림동,,042-584-4451,,36.30420687,127.3668678,2025-01-17
296,"복지관,성당,체육시설,기타",도마실국민체육센터,대전광역시 서구 도마동 567,대전광역시 서구 유등로 235,3017052000,도마1동,3017010300,도마동,,042-582-5556,,36.31323799,127.3851971,2025-01-17
297,"복지관,성당,체육시설,기타",도솔다목적체육관,대전광역시 서구 도마동 426,대전광역시 서구 배재로197번길 41,3017053000,도마2동,3017010300,도마동,,042-522-3820,,36.32489435,127.3681349,2025-01-17
298,"복지관,성당,체육시설,기타",갈마동 성당,대전광역시 서구 갈마동 316-1,대전광역시 서구 신갈마로195번길 13,3017058100,갈마1동,3017011100,갈마동,,042-537-4500,,36.35082772,127.3674305,2025-01-17
299,"복지관,성당,체육시설,기타",탄방동 성당,대전광역시 서구 탄방동 786,대전광역시 서구 탄방로 16,3017055500,탄방동,3017010600,탄방동,,042-485-1009,,36.34522588,127.3897437,2025-01-17
300,"복지관,성당,체육시설,기타",월평동 성당,대전광역시 서구 월평동 1041,대전광역시 서구 월평중로13번길 53,3017058600,월평1동,3017011300,월평동,,042-483-6014,,36.35548967,127.3606871,2025-01-17
301,"복지관,성당,체육시설,기타",내동 성당,대전광역시 서구 내동 17-18,대전광역시 서구 도솔로252번길 19,3017057500,내동,3017011000,내동,,042-526-4002,,36.33190753,127.3789988,2025-01-17
302,"복지관,성당,체육시설,기타",괴정동 성당,대전광역시 서구 괴정동 80-3,대전광역시 서구 도솔로 336,3017056000,괴정동,3017010800,괴정동,,042-535-7991,,36.33745617,127.3846377,2025-01-17
303,"복지관,성당,체육시설,기타",만년동 성당,대전광역시 서구 월평동 224,대전광역시 서구 대덕대로 333,3017058700,월평2동,3017011300,월평동,,042-489-9031,,36.36272197,127.3789945,2025-01-17
304,"복지관,성당,체육시설,기타",둔산동 성당,대전광역시 서구 둔산동 1383,대전광역시 서구 둔산북로 175,3017063000,둔산1동,3017011200,둔산동,,042-472-2960,,36.35629666,127.3926802,2025-01-17
305,"복지관,성당,체육시설,기타",서구노인지회,대전광역시 서구 갈마동 295-27,대전광역시 서구 계룡로342번길 28,3017058100,갈마1동,3017011100,갈마동,,042-526-4832,,36.35267574,127.3661428,2025-01-17
306,"복지관,성당,체육시설,기타",지역교육사회협의회,대전광역시 서구 갈마동 338-22,대전광역시 서구 갈마로 34,3017058100,갈마1동,3017011100,갈마동,,042-489-8177,,36.34950143,127.3690187,2025-01-17
